"Order ID","Restaurant Name","Location","Order Time","Delivery Time","Delivery Duration (min)","Pizza Size","Pizza Type","Toppings Count","Distance (km)","Traffic Level","Payment Method","Is Peak Hour","Is Weekend","Delivery Efficiency (min/km)","Topping Density","Order Month","Payment Category","Estimated Duration (min)","Delay (min)","Is Delayed","Pizza Complexity","Traffic Impact","Order Hour","Restaurant Avg Time"
"ORD255","Papa John's","Denver, CO","2024-09-08 20:15:00","2024-09-08 20:40:00","25","Small","Vegan","2","2.5","Medium","Cash","1","1","10","0.8","September","Offline","6","19","","2","2","20","28.186274509804"
"ORD256","Little Caesars","Boston, MA","2024-09-09 18:30:00","2024-09-09 18:50:00","20","Medium","Non-Veg","3","3.5","Low","Wallet","1","","5.7142857142857","0.85714285714286","September","Online","8.4","11.6","","6","1","18","28.844221105528"
"ORD257","Domino's","San Francisco, CA","2024-09-10 18:00:00","2024-09-10 18:25:00","25","Large","Veg","3","5","High","Cash","1","","5","0.6","September","Offline","12","13","","9","3","18","30.259433962264"
"ORD258","Domino's","Austin, TX","2024-09-11 19:15:00","2024-09-11 19:35:00","20","Medium","Non-Veg","2","3.5","Medium","Card","1","","5.7142857142857","0.57142857142857","September","Online","8.4","11.6","","4","2","19","30.259433962264"
"ORD259","Domino's","Seattle, WA","2024-09-12 20:30:00","2024-09-12 20:50:00","20","Small","Vegan","1","2.5","Low","Wallet","1","","8","0.4","September","Online","6","14","","1","1","20","30.259433962264"
"ORD260","Domino's","Chicago, IL","2024-09-13 18:45:00","2024-09-13 19:10:00","25","XL","Cheese Burst","5","4.5","High","UPI","1","","5.5555555555556","1.1111111111111","September","Online","10.8","14.2","","20","3","18","30.259433962264"
"ORD261","Domino's","Miami, FL","2024-09-14 19:00:00","2024-09-14 19:20:00","20","Medium","Non-Veg","3","3","Medium","Cash","1","1","6.6666666666667","1","September","Offline","7.2","12.8","","6","2","19","30.259433962264"
"ORD262","Domino's","Denver, CO","2024-09-15 20:00:00","2024-09-15 20:25:00","25","Large","Veg","4","5","High","Card","1","1","5","0.8","September","Online","12","13","","12","3","20","30.259433962264"
"ORD263","Domino's","Boston, MA","2024-09-16 18:30:00","2024-09-16 18:50:00","20","Small","Vegan","2","2","Low","Wallet","1","","10","1","September","Online","4.8","15.2","","2","1","18","30.259433962264"
"ORD264","Domino's","Dallas, TX","2024-09-17 19:45:00","2024-09-17 20:10:00","25","XL","Cheese Burst","5","4.5","Medium","UPI","1","","5.5555555555556","1.1111111111111","September","Online","10.8","14.2","","20","2","19","30.259433962264"
"ORD265","Domino's","Los Angeles, CA","2024-09-18 18:00:00","2024-09-18 18:20:00","20","Medium","Non-Veg","3","3.5","High","Cash","1","","5.7142857142857","0.85714285714286","September","Offline","8.4","11.6","","6","3","18","30.259433962264"
"ORD266","Domino's","New York, NY","2024-09-19 20:15:00","2024-09-19 20:40:00","25","Large","Veg","4","5","High","Card","1","","5","0.8","September","Online","12","13","","12","3","20","30.259433962264"
"ORD267","Domino's","San Jose, CA","2024-09-10 18:00:00","2024-09-10 18:20:00","20","Medium","Veg","2","3","Low","Cash","1","","6.6666666666667","0.66666666666667","September","Offline","7.2","12.8","","4","1","18","30.259433962264"
"ORD268","Papa John's","Austin, TX","2024-09-11 19:15:00","2024-09-11 19:45:00","30","Large","Non-Veg","4","6","Medium","Card","1","","5","0.66666666666667","September","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD269","Pizza Hut","Seattle, WA","2024-09-12 20:30:00","2024-09-12 21:10:00","40","XL","Cheese Burst","5","8","High","Wallet","1","","5","0.625","September","Online","19.2","20.8","1","20","3","20","29.948453608247"
"ORD270","Little Caesars","Chicago, IL","2024-09-13 18:45:00","2024-09-13 19:05:00","20","Small","Vegan","1","2.5","Low","UPI","1","","8","0.4","September","Online","6","14","","1","1","18","28.844221105528"
"ORD271","Marco's Pizza","Miami, FL","2024-09-14 19:00:00","2024-09-14 19:50:00","50","Large","Non-Veg","4","10","High","Cash","1","1","5","0.4","September","Offline","24","26","1","12","3","19","30.286458333333"
"ORD272","Domino's","Denver, CO","2024-09-15 20:00:00","2024-09-15 20:35:00","35","Medium","Veg","3","5.5","Medium","Card","1","1","6.3636363636364","0.54545454545455","September","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD273","Papa John's","Boston, MA","2024-09-16 18:30:00","2024-09-16 18:50:00","20","Small","Vegan","2","2","Low","Wallet","1","","10","1","September","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD274","Pizza Hut","Dallas, TX","2024-09-17 19:45:00","2024-09-17 20:25:00","40","XL","Cheese Burst","5","7.5","High","UPI","1","","5.3333333333333","0.66666666666667","September","Online","18","22","1","20","3","19","29.948453608247"
"ORD275","Little Caesars","Los Angeles, CA","2024-09-18 18:00:00","2024-09-18 18:30:00","30","Medium","Non-Veg","3","4","Medium","Cash","1","","7.5","0.75","September","Offline","9.6","20.4","","6","2","18","28.844221105528"
"ORD276","Marco's Pizza","New York, NY","2024-09-19 20:15:00","2024-09-19 21:00:00","45","Large","Veg","4","9","High","Card","1","","5","0.44444444444444","September","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD278","Domino's","New York, NY","2024-09-15 18:45:00","2024-09-15 19:10:00","25","Large","Veg","3","5","High","Domino's Cash","1","1","5","0.6","September","Offline","12","13","","9","3","18","30.259433962264"
"ORD279","Pizza Hut","Los Angeles, CA","2024-09-16 20:00:00","2024-09-16 20:30:00","30","XL","Cheese Burst","5","6.5","Medium","Card","1","","4.6153846153846","0.76923076923077","September","Online","15.6","14.4","","20","2","20","29.948453608247"
"ORD280","Papa John's","Chicago, IL","2024-09-17 19:15:00","2024-09-17 19:35:00","20","Medium","Non-Veg","4","4","Low","UPI","1","","5","1","September","Online","9.6","10.4","","8","1","19","28.186274509804"
"ORD281","Little Caesars","Houston, TX","2024-09-18 18:30:00","2024-09-18 19:05:00","35","Small","Vegan","2","7.5","High","Wallet","1","","4.6666666666667","0.26666666666667","September","Online","18","17","1","2","3","18","28.844221105528"
"ORD282","Marco's Pizza","Phoenix, AZ","2024-09-19 13:00:00","2024-09-19 13:20:00","20","Medium","Non-Veg","3","3.5","Low","Card","","","5.7142857142857","0.85714285714286","September","Online","8.4","11.6","","6","1","13","30.286458333333"
"ORD283","Domino's","Miami, FL","2024-09-20 18:45:00","2024-09-20 19:15:00","30","Large","Veg","4","6","Medium","Domino's Cash","1","","5","0.66666666666667","September","Offline","14.4","15.6","","12","2","18","30.259433962264"
"ORD284","Pizza Hut","Denver, CO","2024-09-21 20:15:00","2024-09-21 20:40:00","25","XL","Cheese Burst","5","5","Low","UPI","1","1","5","1","September","Online","12","13","","20","1","20","29.948453608247"
"ORD285","Papa John's","Boston, MA","2024-09-22 19:30:00","2024-09-22 19:55:00","25","Small","Vegan","2","4","High","Wallet","1","1","6.25","0.5","September","Online","9.6","15.4","","2","3","19","28.186274509804"
"ORD286","Little Caesars","Dallas, TX","2024-09-23 18:00:00","2024-09-23 18:20:00","20","Medium","Non-Veg","3","3","Medium","Card","1","","6.6666666666667","1","September","Online","7.2","12.8","","6","2","18","28.844221105528"
"ORD287","Marco's Pizza","Seattle, WA","2024-09-24 13:15:00","2024-09-24 13:45:00","30","Medium","Non-Veg","3","6","High","UPI","","","5","0.5","September","Online","14.4","15.6","","6","3","13","30.286458333333"
"ORD288","Domino's","New York, NY","2024-09-25 18:30:00","2024-09-25 19:00:00","30","Large","Veg","4","5.5","High","Domino's Cash","1","","5.4545454545455","0.72727272727273","September","Offline","13.2","16.8","","12","3","18","30.259433962264"
"ORD289","Pizza Hut","Los Angeles, CA","2024-09-26 19:45:00","2024-09-26 20:10:00","25","XL","Cheese Burst","5","4.5","Low","Cash","1","","5.5555555555556","1.1111111111111","September","Offline","10.8","14.2","","20","1","19","29.948453608247"
"ORD290","Papa John's","Chicago, IL","2024-09-27 20:15:00","2024-09-27 20:40:00","25","Medium","Non-Veg","4","3.5","Medium","Card","1","","7.1428571428571","1.1428571428571","September","Online","8.4","16.6","","8","2","20","28.186274509804"
"ORD291","Little Caesars","Houston, TX","2024-09-28 18:30:00","2024-09-28 18:50:00","20","Small","Vegan","2","2","Low","Wallet","1","1","10","1","September","Online","4.8","15.2","","2","1","18","28.844221105528"
"ORD292","Marco's Pizza","Phoenix, AZ","2024-09-29 13:00:00","2024-09-29 13:20:00","20","Medium","Non-Veg","3","3","Low","UPI","","1","6.6666666666667","1","September","Online","7.2","12.8","","6","1","13","30.286458333333"
"ORD293","Domino's","Miami, FL","2024-09-30 18:30:00","2024-09-30 18:55:00","25","Large","Veg","4","5","High","Domino's Cash","1","","5","0.8","September","Offline","12","13","","12","3","18","30.259433962264"
"ORD294","Pizza Hut","Denver, CO","2024-10-01 19:45:00","2024-10-01 20:10:00","25","XL","Cheese Burst","5","4","High","Card","1","","6.25","1.25","October","Online","9.6","15.4","","20","3","19","29.948453608247"
"ORD295","Papa John's","Boston, MA","2024-10-02 20:15:00","2024-10-02 20:40:00","25","Small","Vegan","2","2.5","Medium","Wallet","1","","10","0.8","October","Online","6","19","","2","2","20","28.186274509804"
"ORD296","Little Caesars","Dallas, TX","2024-10-03 18:30:00","2024-10-03 18:50:00","20","Medium","Non-Veg","3","3.5","Low","UPI","1","","5.7142857142857","0.85714285714286","October","Online","8.4","11.6","","6","1","18","28.844221105528"
"ORD297","Marco's Pizza","Seattle, WA","2024-10-04 13:00:00","2024-10-04 13:20:00","20","Medium","Non-Veg","3","3.5","Low","Card","","","5.7142857142857","0.85714285714286","October","Online","8.4","11.6","","6","1","13","30.286458333333"
"ORD298","Domino's","New York, NY","2024-10-05 18:30:00","2024-10-05 18:55:00","25","Large","Veg","4","5","High","Domino's Cash","1","1","5","0.8","October","Offline","12","13","","12","3","18","30.259433962264"
"ORD299","Pizza Hut","Los Angeles, CA","2024-10-06 19:45:00","2024-10-06 20:10:00","25","XL","Cheese Burst","5","4.5","Low","Cash","1","1","5.5555555555556","1.1111111111111","October","Offline","10.8","14.2","","20","1","19","29.948453608247"
"ORD300","Papa John's","Chicago, IL","2024-10-07 20:15:00","2024-10-07 20:40:00","25","Medium","Non-Veg","4","3.5","Medium","Card","1","","7.1428571428571","1.1428571428571","October","Online","8.4","16.6","","8","2","20","28.186274509804"
"ORD301","Little Caesars","Houston, TX","2024-10-08 18:30:00","2024-10-08 18:50:00","20","Small","Vegan","2","2","Low","Wallet","1","","10","1","October","Online","4.8","15.2","","2","1","18","28.844221105528"
"ORD302","Marco's Pizza","Phoenix, AZ","2024-10-09 13:00:00","2024-10-09 13:20:00","20","Medium","Non-Veg","3","3","Low","UPI","","","6.6666666666667","1","October","Online","7.2","12.8","","6","1","13","30.286458333333"
"ORD303","Domino's","Miami, FL","2024-10-10 18:30:00","2024-10-10 18:55:00","25","Large","Veg","4","5","High","Domino's Cash","1","","5","0.8","October","Offline","12","13","","12","3","18","30.259433962264"
"ORD304","Pizza Hut","Denver, CO","2024-10-11 19:45:00","2024-10-11 20:10:00","25","XL","Cheese Burst","5","4.5","Low","Card","1","","5.5555555555556","1.1111111111111","October","Online","10.8","14.2","","20","1","19","29.948453608247"
"ORD305","Papa John's","Boston, MA","2024-10-12 20:15:00","2024-10-12 20:40:00","25","Small","Vegan","2","2.5","Medium","Wallet","1","1","10","0.8","October","Online","6","19","","2","2","20","28.186274509804"
"ORD306","Little Caesars","Dallas, TX","2024-10-13 18:30:00","2024-10-13 18:50:00","20","Medium","Non-Veg","3","3.5","Low","UPI","1","1","5.7142857142857","0.85714285714286","October","Online","8.4","11.6","","6","1","18","28.844221105528"
"ORD307","Domino's","New York, NY","2024-08-26 18:00:00","2024-08-26 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","August","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD308","Papa John's","Chicago, IL","2024-08-27 19:15:00","2024-08-27 19:45:00","30","Large","Non-Veg","4","6","Medium","UPI","1","","5","0.66666666666667","August","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD309","Pizza Hut","Los Angeles, CA","2024-08-28 20:30:00","2024-08-28 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","August","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD310","Little Caesars","Houston, TX","2024-08-29 18:45:00","2024-08-29 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","August","Offline","6","14","","1","1","18","28.844221105528"
"ORD311","Marco's Pizza","Phoenix, AZ","2024-08-30 19:00:00","2024-08-30 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","August","Online","24","26","1","12","3","19","30.286458333333"
"ORD312","Domino's","Miami, FL","2024-08-31 20:00:00","2024-08-31 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","1","6.3636363636364","0.54545454545455","August","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD313","Papa John's","Denver, CO","2024-09-01 18:30:00","2024-09-01 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","1","10","1","September","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD314","Pizza Hut","Boston, MA","2024-09-02 19:45:00","2024-09-02 20:25:00","40","XL","Cheese Burst","5","7.5","High","Hut Points","1","","5.3333333333333","0.66666666666667","September","Offline","18","22","1","20","3","19","29.948453608247"
"ORD315","Little Caesars","Dallas, TX","2024-09-03 18:00:00","2024-09-03 18:30:00","30","Medium","Non-Veg","3","4","Medium","Cash","1","","7.5","0.75","September","Offline","9.6","20.4","","6","2","18","28.844221105528"
"ORD316","Marco's Pizza","Seattle, WA","2024-09-04 20:15:00","2024-09-04 21:00:00","45","Large","Veg","4","9","High","Wallet","1","","5","0.44444444444444","September","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD317","Domino's","San Jose, CA","2024-09-05 18:00:00","2024-09-05 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","September","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD318","Papa John's","Austin, TX","2024-09-06 19:15:00","2024-09-06 19:45:00","30","Large","Non-Veg","4","6","Medium","Cash","1","","5","0.66666666666667","September","Offline","14.4","15.6","","12","2","19","28.186274509804"
"ORD319","Pizza Hut","San Diego, CA","2024-09-07 20:30:00","2024-09-07 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","1","5","0.625","September","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD320","Little Caesars","Jacksonville, FL","2024-09-08 18:45:00","2024-09-08 19:05:00","20","Small","Vegan","1","2.5","Low","Wallet","1","1","8","0.4","September","Online","6","14","","1","1","18","28.844221105528"
"ORD321","Marco's Pizza","Fort Worth, TX","2024-09-09 19:00:00","2024-09-09 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","September","Online","24","26","1","12","3","19","30.286458333333"
"ORD322","Domino's","Columbus, OH","2024-09-10 20:00:00","2024-09-10 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","September","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD323","Papa John's","Charlotte, NC","2024-09-11 18:30:00","2024-09-11 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","September","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD324","Pizza Hut","Indianapolis, IN","2024-09-12 19:45:00","2024-09-12 20:25:00","40","XL","Cheese Burst","5","7.5","High","Hut Points","1","","5.3333333333333","0.66666666666667","September","Offline","18","22","1","20","3","19","29.948453608247"
"ORD325","Little Caesars","San Francisco, CA","2024-09-13 18:00:00","2024-09-13 18:30:00","30","Medium","Non-Veg","3","4","Medium","Cash","1","","7.5","0.75","September","Offline","9.6","20.4","","6","2","18","28.844221105528"
"ORD326","Marco's Pizza","Charlotte, NC","2024-09-14 20:15:00","2024-09-14 21:00:00","45","Large","Veg","4","9","High","Wallet","1","1","5","0.44444444444444","September","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD327","Domino's","Detroit, MI","2024-09-15 18:00:00","2024-09-15 18:20:00","20","Medium","Veg","2","3","Low","Card","1","1","6.6666666666667","0.66666666666667","September","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD328","Papa John's","El Paso, TX","2024-09-16 19:15:00","2024-09-16 19:45:00","30","Large","Non-Veg","4","6","Medium","Cash","1","","5","0.66666666666667","September","Offline","14.4","15.6","","12","2","19","28.186274509804"
"ORD329","Pizza Hut","Memphis, TN","2024-09-17 20:30:00","2024-09-17 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","September","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD330","Little Caesars","Baltimore, MD","2024-09-18 18:45:00","2024-09-18 19:05:00","20","Small","Vegan","1","2.5","Low","Wallet","1","","8","0.4","September","Online","6","14","","1","1","18","28.844221105528"
"ORD331","Marco's Pizza","Boston, MA","2024-09-19 19:00:00","2024-09-19 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","September","Online","24","26","1","12","3","19","30.286458333333"
"ORD332","Domino's","New York, NY","2024-09-20 18:00:00","2024-09-20 18:20:00","20","Medium","Veg","2","3","Low","Domino's Cash","1","","6.6666666666667","0.66666666666667","September","Offline","7.2","12.8","","4","1","18","30.259433962264"
"ORD333","Papa John's","Chicago, IL","2024-09-21 19:15:00","2024-09-21 19:45:00","30","Large","Non-Veg","4","6","Medium","UPI","1","1","5","0.66666666666667","September","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD334","Pizza Hut","Los Angeles, CA","2024-09-22 20:30:00","2024-09-22 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","1","5","0.625","September","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD335","Little Caesars","Houston, TX","2024-09-23 18:45:00","2024-09-23 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","September","Offline","6","14","","1","1","18","28.844221105528"
"ORD336","Marco's Pizza","Phoenix, AZ","2024-09-24 19:00:00","2024-09-24 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","September","Online","24","26","1","12","3","19","30.286458333333"
"ORD337","Domino's","Miami, FL","2024-09-25 20:00:00","2024-09-25 20:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","September","Online","7.2","12.8","","4","1","20","30.259433962264"
"ORD338","Papa John's","Chicago, IL","2024-09-26 19:15:00","2024-09-26 19:45:00","30","Large","Non-Veg","4","6","Medium","UPI","1","","5","0.66666666666667","September","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD339","Pizza Hut","Los Angeles, CA","2024-09-27 20:30:00","2024-09-27 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","September","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD340","Little Caesars","Houston, TX","2024-09-28 18:45:00","2024-09-28 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","September","Offline","6","14","","1","1","18","28.844221105528"
"ORD341","Marco's Pizza","Phoenix, AZ","2024-09-29 19:00:00","2024-09-29 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","1","5","0.4","September","Online","24","26","1","12","3","19","30.286458333333"
"ORD342","Domino's","Miami, FL","2024-09-30 20:00:00","2024-09-30 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","September","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD343","Papa John's","Denver, CO","2024-10-01 18:30:00","2024-10-01 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","October","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD344","Pizza Hut","Boston, MA","2024-10-02 19:45:00","2024-10-02 20:25:00","40","XL","Cheese Burst","5","7.5","High","Hut Points","1","","5.3333333333333","0.66666666666667","October","Offline","18","22","1","20","3","19","29.948453608247"
"ORD345","Little Caesars","Dallas, TX","2024-10-03 18:00:00","2024-10-03 18:30:00","30","Medium","Non-Veg","3","4","Medium","Cash","1","","7.5","0.75","October","Offline","9.6","20.4","","6","2","18","28.844221105528"
"ORD346","Marco's Pizza","Seattle, WA","2024-10-04 20:15:00","2024-10-04 21:00:00","45","Large","Veg","4","9","High","Wallet","1","","5","0.44444444444444","October","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD347","Domino's","San Jose, CA","2024-10-05 18:00:00","2024-10-05 18:20:00","20","Medium","Veg","2","3","Low","Card","1","1","6.6666666666667","0.66666666666667","October","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD348","Papa John's","Austin, TX","2024-10-06 19:15:00","2024-10-06 19:45:00","30","Large","Non-Veg","4","6","Medium","Cash","1","1","5","0.66666666666667","October","Offline","14.4","15.6","","12","2","19","28.186274509804"
"ORD349","Pizza Hut","San Diego, CA","2024-10-07 20:30:00","2024-10-07 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","October","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD350","Little Caesars","Jacksonville, FL","2024-10-08 18:45:00","2024-10-08 19:05:00","20","Small","Vegan","1","2.5","Low","Wallet","1","","8","0.4","October","Online","6","14","","1","1","18","28.844221105528"
"ORD351","Marco's Pizza","Fort Worth, TX","2024-10-09 19:00:00","2024-10-09 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","October","Online","24","26","1","12","3","19","30.286458333333"
"ORD352","Domino's","Columbus, OH","2024-10-10 20:00:00","2024-10-10 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","October","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD353","Papa John's","Charlotte, NC","2024-10-11 18:30:00","2024-10-11 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","October","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD354","Pizza Hut","Indianapolis, IN","2024-10-12 19:45:00","2024-10-12 20:25:00","40","XL","Cheese Burst","5","7.5","High","Hut Points","1","1","5.3333333333333","0.66666666666667","October","Offline","18","22","1","20","3","19","29.948453608247"
"ORD355","Little Caesars","San Francisco, CA","2024-10-13 18:00:00","2024-10-13 18:30:00","30","Medium","Non-Veg","3","4","Medium","Cash","1","1","7.5","0.75","October","Offline","9.6","20.4","","6","2","18","28.844221105528"
"ORD356","Marco's Pizza","Charlotte, NC","2024-10-14 20:15:00","2024-10-14 21:00:00","45","Large","Veg","4","9","High","Wallet","1","","5","0.44444444444444","October","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD357","Domino's","Detroit, MI","2024-10-15 18:00:00","2024-10-15 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","October","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD358","Papa John's","El Paso, TX","2024-10-16 19:15:00","2024-10-16 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","October","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD359","Pizza Hut","Memphis, TN","2024-10-17 20:30:00","2024-10-17 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","October","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD360","Little Caesars","Baltimore, MD","2024-10-18 18:45:00","2024-10-18 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","October","Offline","6","14","","1","1","18","28.844221105528"
"ORD361","Marco's Pizza","Boston, MA","2024-10-19 19:00:00","2024-10-19 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","1","5","0.4","October","Online","24","26","1","12","3","19","30.286458333333"
"ORD362","Domino's","New York, NY","2024-10-20 18:00:00","2024-10-20 18:20:00","20","Medium","Veg","2","3","Low","Domino's Cash","1","1","6.6666666666667","0.66666666666667","October","Offline","7.2","12.8","","4","1","18","30.259433962264"
"ORD363","Domino's","Miami, FL","2024-10-21 20:00:00","2024-10-21 20:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","October","Online","7.2","12.8","","4","1","20","30.259433962264"
"ORD364","Papa John's","Chicago, IL","2024-10-22 19:15:00","2024-10-22 19:45:00","30","Large","Non-Veg","4","6","Medium","UPI","1","","5","0.66666666666667","October","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD365","Pizza Hut","Los Angeles, CA","2024-10-23 20:30:00","2024-10-23 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","","5","0.625","October","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD366","Little Caesars","Houston, TX","2024-10-24 18:45:00","2024-10-24 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","","8","0.4","October","Offline","6","14","","1","1","18","28.844221105528"
"ORD367","Marco's Pizza","Phoenix, AZ","2024-10-25 19:00:00","2024-10-25 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","October","Online","24","26","1","12","3","19","30.286458333333"
"ORD368","Domino's","Miami, FL","2024-10-26 20:00:00","2024-10-26 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","1","6.3636363636364","0.54545454545455","October","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD369","Papa John's","Denver, CO","2024-10-27 18:30:00","2024-10-27 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","1","10","1","October","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD370","Pizza Hut","Boston, MA","2024-10-28 19:45:00","2024-10-28 20:25:00","40","XL","Cheese Burst","5","7.5","High","Hut Points","1","","5.3333333333333","0.66666666666667","October","Offline","18","22","1","20","3","19","29.948453608247"
"ORD371","Little Caesars","Dallas, TX","2024-10-29 18:00:00","2024-10-29 18:30:00","30","Medium","Non-Veg","3","4","Medium","Card","1","","7.5","0.75","October","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD372","Marco's Pizza","Seattle, WA","2024-10-30 20:15:00","2024-10-30 21:00:00","45","Large","Veg","4","9","High","Wallet","1","","5","0.44444444444444","October","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD373","Domino's","San Jose, CA","2024-10-31 18:00:00","2024-10-31 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","October","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD374","Papa John's","Austin, TX","2024-11-01 19:15:00","2024-11-01 19:45:00","30","Large","Non-Veg","4","6","Medium","Cash","1","","5","0.66666666666667","November","Offline","14.4","15.6","","12","2","19","28.186274509804"
"ORD375","Pizza Hut","San Diego, CA","2024-11-02 20:30:00","2024-11-02 21:10:00","40","XL","Cheese Burst","5","8","High","Hut Points","1","1","5","0.625","November","Offline","19.2","20.8","1","20","3","20","29.948453608247"
"ORD376","Little Caesars","Jacksonville, FL","2024-11-03 18:45:00","2024-11-03 19:05:00","20","Small","Vegan","1","2.5","Low","Wallet","1","1","8","0.4","November","Online","6","14","","1","1","18","28.844221105528"
"ORD377","Marco's Pizza","Fort Worth, TX","2024-11-04 19:00:00","2024-11-04 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","November","Online","24","26","1","12","3","19","30.286458333333"
"ORD378","Domino's","Columbus, OH","2024-11-05 20:00:00","2024-11-05 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","November","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD379","Papa John's","Charlotte, NC","2024-11-06 18:30:00","2024-11-06 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","November","Online","4.8","15.2","","2","1","18","28.186274509804"
